,MKT,SMB,HML,MOM,rf,LARGE_ORDER_INFLOW,NORTHBOUND_DELTA,INST_SEAT_RATIO
2025-04-01,0.004670427377101093,-0.004740228792551227,-0.0043962606176550425,0.0019334649517142898,0.00015,0.030516436497920706,0.024617485587708276,0.28424369769636054
2025-04-02,-0.0010443787105406618,-0.0014515385269245182,-0.002599751833692775,-0.0022268005398170736,0.00015,0.0245645608521425,0.05102339062258736,0.4560426366532524
2025-04-03,0.0060291968429062315,-0.002971615720481472,-0.0004787380786674895,-0.0015509300138850056,0.00015,0.07219041331551945,-0.0009670821763644553,0.32310683268327745
2025-04-04,0.013907268707672227,-0.0034489449611676756,0.0022747930922584828,0.006329943800324076,0.00015,0.044549917514641074,0.03803864757837841,0.34367379932903874
2025-04-07,-0.0019073803725100234,0.004994447792783897,0.0014813048717287097,-0.008121549758527183,0.00015,0.05271935501423476,0.022698715543196253,0.4092408509044285
2025-04-08,-0.0019072326125426247,-0.006758715646317528,0.007604574763688704,0.015761560594215466,0.00015,0.023558479763441453,0.032567458028442214,0.15734335359968957
2025-04-09,0.014412915339566523,0.008143904278671867,-0.014658352423211249,-0.01436868855435597,0.00015,0.015614310669556125,0.01847007925046102,0.4115976885680993
2025-04-10,0.0071069125623761786,0.004241148450923114,-0.014421579221174036,-0.004581341466038857,0.00015,0.028611004510157793,0.007363510548105105,0.39743405962884615
2025-04-11,-0.004025269473414569,0.00555430835301849,-0.0030752690320608954,0.003161695119533928,0.00015,0.03751957225220006,0.031263091691019984,0.27393884670131197
2025-04-14,0.005083040392273681,-0.0022146975601262915,0.006483801125262252,0.004874513331482479,0.00015,0.018715599863653024,0.029816465406584315,0.1843177139597958
2025-04-15,-0.00397075923531216,-0.0006497035953955467,-0.009493888189633577,-0.0006038057645736412,0.00015,0.03980310382699234,0.034580854486095824,0.18637417996521646
2025-04-16,-0.003991567782132312,-0.0070657590726235595,-0.018145794038162542,-0.0002591256240123392,0.00015,0.006229896238629996,0.019800430469320472,0.5192894987940915
2025-04-17,0.002377660444094307,-0.0025233120353340154,0.0033270764373152526,0.0034844006826209328,0.00015,0.017599051550602558,0.01100266965020226,0.4257117284903349
2025-04-18,-0.01701952220192018,0.002568274238215754,0.0013619433422162866,-0.0016485558196614424,0.00015,0.053418224965537504,-0.0033818049253576225,0.20084104550829615
2025-04-21,-0.015324260492617293,0.006580315308906981,-0.006641250440796579,0.011345450063479248,0.00015,0.052075810405557886,0.032290599022091096,0.2926892677235625
2025-04-22,-0.004860587763168754,-0.005435784084012258,-0.00601323760432558,0.0069147929138528175,0.00015,0.03216246469226267,0.02635834223665979,0.38699319756063855
2025-04-23,-0.008915480083009812,-0.0017275296849263292,-0.005918462317808047,0.007182594808045077,0.00015,0.01964471381846094,0.005513260507040612,0.48422868203625946
2025-04-24,0.0030282259933574647,-0.0006564961011626116,0.0005632119048436408,-0.007529253786963337,0.00015,0.01945192896947978,0.011921394900550638,0.1674643714852034
2025-04-25,-0.007972216679690896,-0.006878946010962426,-0.003857891657098042,-0.000435107395245623,0.00015,0.03253463508117372,0.012998617820728392,0.24465325258800355
2025-04-28,-0.012510733312017621,0.0030567462087920014,0.0028643835138531183,-0.0022037275897656295,0.00015,0.05289036983290583,-0.0022447664797362703,0.505899596118152
2025-04-29,0.013390838920293986,-0.003519951658713046,-0.017227759977426347,-0.007844811005515725,0.00015,0.05856491382688649,0.007734764050922995,0.1536662200735266
2025-04-30,-0.0018319867043788208,-0.0008769517558851199,-0.005241111190766796,0.0030813134715661356,0.00015,0.030069365290360618,0.002992544647904688,0.23055964111755495
2025-05-01,0.0008077538421913144,-0.0021597468595593887,-0.0068563237654663016,-0.004101166062238533,0.00015,0.016930151480304325,0.01381281482168095,0.5336096703891864
2025-05-02,-0.01262273367592111,-0.0038466925285983718,-0.0016380440702349532,0.005443230638801896,0.00015,0.045356872757326666,0.008919537525056559,0.39536073860886844
2025-05-05,-0.004699444520726644,6.47750725972265e-05,-0.003328286550940831,-0.008361532503154653,0.00015,0.02352930058748301,-0.004405073813001231,0.2546685466550026
2025-05-06,0.0011983033073887947,-0.0009780478928401119,0.0046870626793746,0.013952324902734568,0.00015,0.029634947222775952,0.05033885345854222,0.17679643775833903
2025-05-07,-0.010158942196800724,-0.0017592894113933279,-0.011256020629960345,-0.006970661268736495,0.00015,0.06650552180874075,0.03878811096543846,0.16127653617888885
2025-05-08,0.0035812821651110475,-0.0035423081084017143,0.00017294885798451202,0.0019544186976034887,0.00015,0.05654230857131536,0.008314708677200217,0.2478980318547709
2025-05-09,-0.005205748209269245,0.0016976233539147771,0.0032500185392702334,0.00653487448310454,0.00015,0.043159486245029036,0.024086320949804146,0.5025943278355642
2025-05-12,-0.0024252437481394906,0.008368086342461424,0.011039884619371729,-0.004365123441600903,0.00015,0.014561619977745542,0.026261976347319426,0.3163654617190038
2025-05-13,-0.005215359510064572,0.000799436164195637,-0.002990595826560851,0.007019749147463604,0.00015,0.04422793134941318,0.03786628782160215,0.4381333476663972
2025-05-14,0.016870503660580436,0.005080591074555645,0.0018467516261151022,-0.009633468782403329,0.00015,0.06125314581575053,0.007720924600098822,0.5173140141519831
2025-05-15,7.852497735859473e-05,-0.006851109625767313,-0.01092317675537419,0.011816941593460483,0.00015,0.03248732668468929,0.03638160175973639,0.31321618464112666
2025-05-16,-0.009319398360603103,0.0008888071964688475,-0.014451737225878142,0.00031319411972606634,0.00015,0.0670222817997343,0.011781420436895975,0.22651094841495883
2025-05-19,0.0076029042089287005,-0.005386841594855332,0.004968646254690199,-0.004571291263751037,0.00015,0.06585490579036414,-3.79360625291994e-05,0.3568471723427678
2025-05-20,-0.0107875928497392,-0.007284624637659507,-0.00013336176188842342,-0.002193454179419476,0.00015,0.07327465664286947,0.03086204838971746,0.5132334748239418
2025-05-21,0.0020797723550427987,-0.003596857037295182,0.006971076138790537,0.006671354155141755,0.00015,0.04610486253062706,0.039361376361836425,0.4717497656550803
2025-05-22,-0.01743703111491798,0.006059496672067865,-0.008340417333818495,-0.004475642334803506,0.00015,0.05174783399612025,0.058818634602960274,0.1763319373452615
2025-05-23,-0.011753674440085873,0.0048500791433482284,0.0030194128371725153,-0.005794861515382221,0.00015,0.0682837457666218,0.0020041210236467974,0.42702912003103277
2025-05-26,0.0019717511228221113,0.0013150236102719985,0.01111290704326312,-0.0015722927806699053,0.00015,0.048947878741379514,0.030483795276211832,0.3787590089835815
2025-05-27,0.0068461992199586935,-0.007563502799449654,0.0024182336501435957,-0.009215696902159745,0.00015,0.029975317844195746,0.013852981343097006,0.5129852705385702
2025-05-28,0.0017423145307097344,-0.0008814032569396839,0.0015594890335462925,0.014764351263534524,0.00015,0.031029143269442776,0.03175038065786047,0.1989925667401189
2025-05-29,-0.0008408345414941647,0.0016085000445086777,-4.866351505390101e-05,-0.004331156729717786,0.00015,0.04477109907547479,-0.0020573432684687573,0.36361444528186265
2025-05-30,-0.0025099332603035988,0.0009776811478929895,-0.009525288742755473,0.006852934289443229,0.00015,0.014188771561075626,0.0010584533645215388,0.501785077404757
2025-06-02,-0.013106697913306846,-0.00911896791740373,0.00803343761426209,0.0018757606691821808,0.00015,0.03713482169271615,0.008361877652502743,0.31400951469669725
2025-06-03,-0.0062785978755523775,-0.004351589240099359,-0.0037651458388303946,-0.0076762724038557445,0.00015,0.06193094236460507,0.021184460685021268,0.3427979670931468
2025-06-04,-0.003945748938638087,-0.0002203888207435832,0.002926899538298102,0.00015236232629816494,0.00015,-0.0038250770233056175,0.01038378100192467,0.1781842710667833
