date,MKT,SMB,HML,MOM,rf,LARGE_ORDER_INFLOW,NORTHBOUND_DELTA,INST_SEAT_RATIO
2025-07-24,0.0,0.0,0.0,0.0,0.00015,0.0,0.0,0.35
2025-07-25,-0.0048780487804876,0.0166413669847744,-0.0013776439936033,0.0,0.00015,-0.0026954177897573,-0.0212041884816756,0.3493256911665543
2025-07-28,0.0024509803921568,-0.0158489282728279,0.0068347017450927,0.0,0.00015,-0.0053981106612686,-0.0039830058417416,0.3477497749774977
2025-07-29,0.0048899755501223,0.0064248508667399,-0.0028573759220629,0.0,0.00015,-0.0081190798376182,-0.0167731629392972,0.3452670723461799
2025-07-30,0.0,-0.0056378451035975,-0.001877259555027,0.0,0.00015,0.0054347826086953,0.0185783521809369,0.3483766233766233
2025-07-31,-0.0194647201946471,0.0020209227720904,0.0017363630810104,-0.0018867924528301,0.00015,-0.0081300813008131,-0.0534574468085107,0.3452606635071088
2025-08-01,-0.0049627791563277,-0.0041784655816873,0.001821137363306,-0.0016194331983805,0.00015,0.0,0.009100937672366,0.3459349593495934
2025-08-04,0.0049875311720699,-0.0012182187396201,-0.0077351314829636,0.0016238159675237,0.00015,0.0272108843537415,0.0509868421052632,0.358289629504314
2025-08-05,0.007444168734491,0.0058268466081671,0.0044388095414553,0.0027173913043478,0.00015,0.0026845637583892,-0.0007953340402968,0.3585624155024788
2025-08-06,0.0024630541871923,-0.0010916476263009,-0.005456406010616,0.0024390243902439,0.00015,0.0026809651474528,0.0230769230769229,0.3589141004862236
2025-08-07,0.0,0.0020430634549469,0.0032328106335373,0.0035374149659864,0.00015,0.0026773761713521,0.0109717868338558,0.3593228655544652
2025-08-08,-0.0024570024570026,-0.0030034544737773,0.0001622592794487,0.0043537414965986,0.00015,0.0080213903743313,0.0186721991701244,0.3622430641356845
2025-08-11,0.0049261083743843,-0.0091050546448087,-0.0010548224816392,-0.0005369127516778,0.00015,-0.0213049267643141,-0.0222848360655737,0.3513477088948787
2025-08-12,0.0073529411764705,-0.0032305539325819,-0.0009303474135869,-0.0016085790884718,0.00015,-0.0080753701211304,0.0039001560062401,0.3474966300789525
