stock_code,declared_basis,total_return_available,n_rows,n_beyond_limit,identity_first,identity_last,identity_drift,identity_std,verdict,reason
000001,forward_adjusted,True,644,0,1.1911711793850155,1.0002498742356523,0.19087361075177034,0.05781106499691839,confirmed,恒等式比值自 1.1912 收敛至 1.0002 且无越限跳空
000002,forward_adjusted,True,644,0,1.0002243282172054,1.0002755756224593,5.1233286609053685e-05,0.0003236827007922773,inconclusive,窗口内未发生可观察的公司行为（漂移 0.0051%）
000021,unadjusted,True,644,0,1.0003656574343132,1.0001360725221082,0.00022955367625732137,0.00010754948669755122,confirmed,close 日收益与申报总收益最大背离 0.0109
000037,forward_adjusted,True,644,0,0.6479636798855287,0.6499955298902537,0.003125944581600426,0.006638040741601233,inconclusive,窗口内未发生可观察的公司行为（漂移 0.3126%）
000060,forward_adjusted,True,644,0,1.0427078524967524,1.0000780713457886,0.04262645324639247,0.014178096149815229,confirmed,恒等式比值自 1.0427 收敛至 1.0001 且无越限跳空
000063,unadjusted,True,644,0,1.0001808387945557,1.0001020748362537,7.875591930450732e-05,2.7136579837022407e-05,confirmed,close 日收益与申报总收益最大背离 0.0239
000089,unadjusted,True,644,0,1.0000132044881789,0.9999999904979489,1.3213990355476213e-05,2.107425767262822e-06,confirmed,close 日收益与申报总收益最大背离 0.0254
000157,unadjusted,True,644,0,1.0042364343239927,1.0036221784385162,0.000612038971111728,0.0001744315052454043,confirmed,close 日收益与申报总收益最大背离 0.0470
000166,forward_adjusted,True,644,0,1.0471804559378641,1.0000358748404414,0.04714288985377135,0.012520661965015598,confirmed,恒等式比值自 1.0472 收敛至 1.0000 且无越限跳空
000301,forward_adjusted,True,644,0,1.010974361758241,0.9999696619516839,0.01100503367780048,0.004571331195283331,inconclusive,窗口内未发生可观察的公司行为（漂移 1.1005%）
000338,unadjusted,True,644,0,1.3653856804474536,1.3512207843607762,0.01048303597060074,0.004842902206908756,confirmed,close 日收益与申报总收益最大背离 0.0274
000408,forward_adjusted,True,644,0,1.0907943366643091,1.0122942277990745,0.07754673168087622,0.021672787310787818,confirmed,恒等式比值自 1.0908 收敛至 1.0123 且无越限跳空
000423,forward_adjusted,True,644,0,1.1663532958525569,1.0282931018400678,0.13426151917720608,0.04346115531630156,confirmed,恒等式比值自 1.1664 收敛至 1.0283 且无越限跳空
000425,unadjusted,True,644,0,1.455176813266211,1.3015225547176748,0.11805731525095764,0.08149421231010964,confirmed,close 日收益与申报总收益最大背离 0.0265
000528,unadjusted,True,644,0,1.380189866493571,1.0013912797081237,0.37827230420446245,0.1860245867350897,confirmed,close 日收益与申报总收益最大背离 0.0366
000538,forward_adjusted,True,644,0,1.1334461969685798,1.0013049397379044,0.1319690455789262,0.040371545704414,confirmed,恒等式比值自 1.1334 收敛至 1.0013 且无越限跳空
000539,forward_adjusted,True,644,0,0.9179908377923985,0.8941843052716969,0.026623742309442644,0.008947933599289025,inconclusive,窗口内未发生可观察的公司行为（漂移 2.6624%）
000553,forward_adjusted,True,644,0,0.9567300591351009,0.962478917126256,0.005972970304970349,0.0031314382251193883,inconclusive,窗口内未发生可观察的公司行为（漂移 0.5973%）
000568,forward_adjusted,True,644,0,1.1725308787558355,0.9995320657335096,0.17307980299298364,0.04379136407480079,confirmed,恒等式比值自 1.1725 收敛至 0.9995 且无越限跳空
000591,forward_adjusted,True,644,0,1.0775696694729666,1.0004232592550497,0.07711377110060669,0.02612696818311303,confirmed,恒等式比值自 1.0776 收敛至 1.0004 且无越限跳空
000596,forward_adjusted,True,644,0,0.9809168028145054,0.8919232920838999,0.09977709016061254,0.027710988251329848,confirmed,恒等式比值自 0.9809 收敛至 0.8919 且无越限跳空
000625,unadjusted,True,644,0,1.0128459501593092,1.0005164394615034,0.012323146538643304,0.003776858359883116,confirmed,close 日收益与申报总收益最大背离 0.0235
000630,forward_adjusted,True,644,0,1.0731993357596814,1.0001180393306484,0.07307267097986192,0.025097534870262728,confirmed,恒等式比值自 1.0732 收敛至 1.0001 且无越限跳空
000661,forward_adjusted,True,644,0,1.0657273269352896,0.9998898561649171,0.06584472316070134,0.019729667824693296,confirmed,恒等式比值自 1.0657 收敛至 0.9999 且无越限跳空
000680,unadjusted,True,644,0,1.4098225190694866,1.1411655359113135,0.23542332352652817,0.08565158728045609,confirmed,close 日收益与申报总收益最大背离 0.0164
000688,forward_adjusted,True,644,0,1.0052391977914514,0.9998890069139978,0.0053507847775686734,0.0016021301509260679,inconclusive,窗口内未发生可观察的公司行为（漂移 0.5351%）
000690,forward_adjusted,True,644,0,1.145293241893426,1.0000772776519529,0.1452047431598693,0.04100455695826459,confirmed,恒等式比值自 1.1453 收敛至 1.0001 且无越限跳空
000725,unadjusted,True,644,0,1.005412281955268,1.0278312009043438,0.021811868455978267,0.0075795240805675195,confirmed,close 日收益与申报总收益最大背离 0.0126
000768,unadjusted,True,644,0,1.0047321525437636,1.001511346046759,0.0032159460895955227,0.0012096147882989317,confirmed,close 日收益与申报总收益最大背离 0.0071
000776,forward_adjusted,True,644,0,1.0863542206687993,1.0008995574661383,0.08537786091043609,0.023706222709122645,confirmed,恒等式比值自 1.0864 收敛至 1.0009 且无越限跳空
000783,forward_adjusted,True,644,0,1.09187484119393,0.9999330331824433,0.09194796547411532,0.024176698735523573,confirmed,恒等式比值自 1.0919 收敛至 0.9999 且无越限跳空
000792,forward_adjusted,True,644,0,0.9993326259304236,0.9996910187348728,0.00035850357533739885,0.0004467667652387804,inconclusive,窗口内未发生可观察的公司行为（漂移 0.0359%）
000799,forward_adjusted,True,644,0,1.045398983524367,1.0000925045437783,0.045302288313076255,0.014620684727774731,confirmed,恒等式比值自 1.0454 收敛至 1.0001 且无越限跳空
000831,forward_adjusted,True,644,0,1.0036203455678654,1.0000568262644471,0.0035633168134348026,0.0012879994315996746,inconclusive,窗口内未发生可观察的公司行为（漂移 0.3563%）
000858,forward_adjusted,True,644,0,1.1503436752103524,0.9991943422664775,0.15127120576065534,0.043888504649554946,confirmed,恒等式比值自 1.1503 收敛至 0.9992 且无越限跳空
000862,forward_adjusted,True,644,0,1.0000303583366548,1.0000398483615969,9.489646795257656e-06,0.0002810491471187283,inconclusive,窗口内未发生可观察的公司行为（漂移 0.0009%）
000878,forward_adjusted,True,644,0,1.0581625214842036,1.0000498017551156,0.0581098257577759,0.01773743280436378,confirmed,恒等式比值自 1.0582 收敛至 1.0000 且无越限跳空
000895,forward_adjusted,True,644,0,1.146688589778803,0.9978158981853937,0.14919855643124746,0.04649422752581119,confirmed,恒等式比值自 1.1467 收敛至 0.9978 且无越限跳空
000932,forward_adjusted,True,644,0,1.1222975552527348,0.9999650891771424,0.12233673695174496,0.03145019919128244,confirmed,恒等式比值自 1.1223 收敛至 1.0000 且无越限跳空
000960,forward_adjusted,True,644,0,1.046459963738848,1.0000245454425323,0.046434278546400254,0.014846508245420872,confirmed,恒等式比值自 1.0465 收敛至 1.0000 且无越限跳空
000963,forward_adjusted,True,644,0,1.0751723581845116,1.000214947541793,0.07494130219403328,0.021787420010267157,confirmed,恒等式比值自 1.0752 收敛至 1.0002 且无越限跳空
000966,forward_adjusted,True,644,0,1.0227944582826531,0.9996112432103451,0.023192231209657965,0.008972653183603543,inconclusive,窗口内未发生可观察的公司行为（漂移 2.3192%）
000975,forward_adjusted,True,644,0,1.0521338870170645,1.000306040061999,0.05181199041030804,0.01560799891337598,confirmed,恒等式比值自 1.0521 收敛至 1.0003 且无越限跳空
001258,forward_adjusted,True,644,0,1.0193695955995652,0.9999876971132913,0.0193821369425089,0.005328522283195906,inconclusive,窗口内未发生可观察的公司行为（漂移 1.9382%）
001289,forward_adjusted,True,644,0,1.0494540924776037,0.9996226933690306,0.04985020792257733,0.014526182186422596,confirmed,恒等式比值自 1.0495 收敛至 0.9996 且无越限跳空
001309,unadjusted,True,644,2,1.6883616482334503,1.3745632328136852,0.22828954531064394,0.17198337842591094,confirmed,存在 2 行除权型不可能跳空
001979,forward_adjusted,True,644,0,1.0653985141884375,1.000131286250759,0.06525866037282868,0.022249006359192743,confirmed,恒等式比值自 1.0654 收敛至 1.0001 且无越限跳空
002007,forward_adjusted,True,644,0,1.103367539023327,1.0002691477853574,0.10307065000078675,0.030027692546307726,confirmed,恒等式比值自 1.1034 收敛至 1.0003 且无越限跳空
002030,forward_adjusted,True,644,0,1.0011629417339514,0.9998400454047661,0.0013231079663844625,0.0006963891352321943,inconclusive,窗口内未发生可观察的公司行为（漂移 0.1323%）
002049,unadjusted,True,634,0,1.000176649655304,1.0001349879163297,4.165611590201124e-05,3.084290022393684e-05,confirmed,close 日收益与申报总收益最大背离 0.0119
002064,forward_adjusted,True,644,0,1.0610427477859765,1.000151336179402,0.06088219792734639,0.019995482585828606,confirmed,恒等式比值自 1.0610 收敛至 1.0002 且无越限跳空
002074,forward_adjusted,True,644,0,1.0122397469920184,1.0003448597798277,0.011890786558156341,0.003240391360707277,inconclusive,窗口内未发生可观察的公司行为（漂移 1.1891%）
002080,forward_adjusted,True,644,0,1.0556573484297092,1.0001303226388751,0.05551979030525156,0.017566952874177366,confirmed,恒等式比值自 1.0557 收敛至 1.0001 且无越限跳空
002097,unadjusted,True,644,0,1.0018296764059695,1.0015067147858794,0.000322475741122874,2.915190404261753e-05,confirmed,close 日收益与申报总收益最大背离 0.0085
002114,forward_adjusted,True,644,0,1.0001915474226806,0.9999348350417482,0.0002567291106740921,8.446333687140217e-05,inconclusive,窗口内未发生可观察的公司行为（漂移 0.0257%）
002142,forward_adjusted,True,644,0,1.1041349025167382,0.9993097397490642,0.10489756939024386,0.03035217950452903,confirmed,恒等式比值自 1.1041 收敛至 0.9993 且无越限跳空
002155,forward_adjusted,True,644,0,1.3395352490099104,1.000031254339999,0.3394933840282597,0.16016102559366438,confirmed,恒等式比值自 1.3395 收敛至 1.0000 且无越限跳空
002156,unadjusted,True,644,0,1.000114428865786,1.0000953504697978,1.907657702759913e-05,8.921951924269968e-06,confirmed,close 日收益与申报总收益最大背离 0.0019
002185,unadjusted,True,634,0,1.0002309022244997,1.0002198944851861,1.1005319304535632e-05,2.557775169900206e-06,confirmed,close 日收益与申报总收益最大背离 0.0062
002230,unadjusted,True,644,0,1.0747451161232422,1.0968566671196678,0.02015901590359137,0.014129709567042655,confirmed,close 日收益与申报总收益最大背离 0.0024
002236,unadjusted,True,644,0,1.6817014386963107,1.3672401991144654,0.22999706985320922,0.08334824135227542,confirmed,close 日收益与申报总收益最大背离 0.0285
002240,forward_adjusted,True,644,0,1.0135427721353654,1.0000727680158927,0.013469024005319685,0.004489744352991504,inconclusive,窗口内未发生可观察的公司行为（漂移 1.3469%）
002241,unadjusted,True,644,0,1.1351238220696813,1.1292429306225167,0.005207817811108795,0.0019260420105329655,confirmed,close 日收益与申报总收益最大背离 0.0071
002294,forward_adjusted,True,644,0,1.0465844881695103,1.0002644377104504,0.046307804929148544,0.01380449432486345,confirmed,恒等式比值自 1.0466 收敛至 1.0003 且无越限跳空
002304,forward_adjusted,True,644,0,1.1685151637432387,1.0006938246447206,0.16770498124948485,0.05212474667296495,confirmed,恒等式比值自 1.1685 收敛至 1.0007 且无越限跳空
002352,unadjusted,True,644,0,1.0070114678407216,1.0000656668479144,0.0069453449138989765,0.0012222224631656957,confirmed,close 日收益与申报总收益最大背离 0.0307
002371,unadjusted,True,644,1,1.0030198428681953,1.0008323386172533,0.0021856850208941125,0.0005047437802530896,confirmed,存在 1 行除权型不可能跳空
002407,forward_adjusted,True,644,0,1.0422939373636686,0.9999785269957696,0.04231631902639643,0.012918707580006147,confirmed,恒等式比值自 1.0423 收敛至 1.0000 且无越限跳空
002415,unadjusted,True,644,0,1.0243914249092532,1.0131302900791908,0.011115189171949647,0.004644516212023928,confirmed,close 日收益与申报总收益最大背离 0.0266
002422,forward_adjusted,True,644,0,1.0639832864378964,1.0001615779124426,0.06381139801297286,0.019246724848916447,confirmed,恒等式比值自 1.0640 收敛至 1.0002 且无越限跳空
