date,MKT,SMB,HML,MOM,rf
2024-01-02,0.004210427377101,0.0011774319584114,0.0012613821149177,-0.0043208305956879,6e-05
2024-01-03,-0.0015043787105406,-0.001494644033366,0.0024012444851343,-0.0110210115495285,6e-05
2024-01-04,0.0055691968429062,0.0068087308513572,-0.0002872692375815,-0.0025388287690376,6e-05
2024-01-05,0.0134472687076722,-0.0054279931327968,-0.0040250286796505,0.0034600363515245,6e-05
2024-01-08,-0.00236738037251,-0.0003589041624661,0.0063396790737049,0.0069439168349279,6e-05
2024-01-09,-0.0023672326125426,0.0007360586592664,-0.010550333775635,0.006764915394142,6e-05
2024-01-10,0.0139529153395665,-0.002204294217268,-0.0033059222670994,0.0010517397827311,6e-05
2024-01-11,0.0066469125623761,0.0020203423835145,0.0013520574344163,0.0032021085482816,6e-05
2024-01-12,-0.0044852694734145,0.0021149089501012,0.0011232951325468,0.0012450462488209,6e-05
2024-01-15,0.0046230403922736,-0.0013801984488268,0.0037263970830355,-0.0046048495586467,6e-05
2024-01-16,-0.0044307592353121,-0.0037780437260618,-0.0018202774162934,0.002466681403736,6e-05
2024-01-17,-0.0044515677821323,-0.0117718320274968,-0.0012899854540368,0.0017139350437533,6e-05
2024-01-18,0.0019176604440943,0.00376279734309,0.0035678720994991,0.0045015276348798,6e-05
2024-01-19,-0.0174795222019201,-0.006908412379292,-0.0078163588091708,-0.0092813309527812,6e-05
2024-01-22,-0.0157842604926172,-0.0053939276463715,-0.0050701104871822,-0.0027764254131548,6e-05
2024-01-23,-0.0053205877631687,-0.005661904185789,0.0001498153609767,-0.0061871067364151,6e-05
2024-01-24,-0.0093754800830098,0.0016679445705682,-0.0031083116884801,0.0034232618222291,6e-05
2024-01-25,0.0025682259933574,0.0034471408539857,-0.0039636049128714,-0.0003653119066819,6e-05
2024-01-26,-0.0084322166796908,0.0020561672156041,-0.0066254929308312,-0.0056078974109662,6e-05
2024-01-29,-0.0129707333120176,0.0052812914474065,0.0001443469430735,0.0022899057384851,6e-05
2024-01-30,0.0129308389202939,0.003762714369934,0.0053290647416708,0.0005502031490917,6e-05
2024-01-31,-0.0022919867043788,0.0057724287545847,0.0012042379493364,0.0068415913280541,6e-05
2024-02-01,0.0003477538421913,0.0074174592883063,0.0013795486197235,-0.0026459336314099,6e-05
2024-02-02,-0.0130827336759211,-0.0080934447588102,0.0016453844141788,0.0026890703474478,6e-05
2024-02-05,-0.0051594445207266,0.0035798430178368,0.0014184199640265,0.0030530807236871,6e-05
2024-02-06,0.0007383033073887,0.0093050887422272,0.001310693833388,0.0023422096397708,6e-05
2024-02-07,-0.0106189421968007,0.0048615931855264,-0.0015007025056318,-0.0019565408680508,6e-05
2024-02-08,0.003121282165111,0.0067390606285593,-0.0005590053250343,0.0045868660709837,6e-05
2024-02-09,-0.0056657482092692,-0.0030491586058792,0.0072097678126515,-0.0017513206481222,6e-05
2024-02-12,-0.0028852437481394,-0.0047100693024356,-0.0012005203899997,-0.0054213949284418,6e-05
2024-02-13,-0.0056753595100645,0.0050615449635334,0.004747611107573,-0.0010824270475073,6e-05
2024-02-14,0.0164105036605804,0.0014885677345639,-0.001819516553857,0.0007109584844387,6e-05
2024-02-15,-0.0003814750226414,-0.0024745271046756,0.0021033525470219,-0.0017606072113584,6e-05
2024-02-16,-0.0097793983606031,-0.003149090194756,-0.0007444532582168,0.0018353656809403,6e-05
2024-02-19,0.0071429042089287,0.0102628460833898,-0.0030536018225801,0.0021406813558918,6e-05
2024-02-20,-0.0112475928497392,0.0067213968123818,0.007149412227634,-0.0048538898805499,6e-05
2024-02-21,0.0016197723550427,-0.0027627752091636,0.0032415860053264,-0.0117286604737104,6e-05
2024-02-22,-0.0178970311149179,0.0034943835945767,0.001635153688584,-0.0067597097705018,6e-05
2024-02-23,-0.0122136744400858,-0.0004166952129244,0.0018312500464553,0.0043415730665157,6e-05
2024-02-26,0.0015117511228221,-0.0039260070231918,0.0045504267708882,-0.0029813969634552,6e-05
2024-02-27,0.0063861992199586,-0.0030950431936014,-0.0020299660004038,-0.0007842809431491,6e-05
2024-02-28,0.0012823145307097,-0.0005451254586487,-0.0057467274656668,-0.0041208914511237,6e-05
2024-02-29,-0.0013008345414941,3.081883019489421e-05,0.0019248562427132,-0.0001330508595287,6e-05
2024-03-01,-0.0029699332603035,-0.0070799301815637,0.0083787562075236,0.0057231145680902,6e-05
2024-03-04,-0.0135666979133068,-0.0006420080616109,-0.0047214197500982,0.00737710435072,6e-05
2024-03-05,-0.0067385978755523,0.0106269758443404,0.0009400090783941,-0.0027596726908105,6e-05
2024-03-06,-0.004405748938638,0.0012007272698456,0.0015041630963945,-0.0020808301598759,6e-05
2024-03-07,0.0092541000359702,-0.0030123754175198,0.0007122866337025,-0.0077836930761049,6e-05
2024-03-08,0.0028325646061161,0.0045563809189314,0.009106898354171,-0.0102512923665834,6e-05
2024-03-11,-0.0161273613982646,0.0088017166059449,0.0021592103887566,-0.0020037158850046,6e-05
2024-03-12,0.0026567557245531,0.0054711045255034,0.0002907197711791,-0.000997059340449,6e-05
2024-03-13,-0.0037257405237468,-0.0032171645161406,0.0008620897733881,0.002238538117812,6e-05
2024-03-14,-0.0063522980027536,0.0007586719574672,-0.001946711306135,0.0031781923153456,6e-05
2024-03-15,0.0052450865995678,0.0071658277271364,0.002580698163953,-0.0026240785255487,6e-05
2024-03-18,0.0090189957024635,-0.003185108027863,0.0039571172137273,-0.0005470968507271,6e-05
2024-03-19,0.0081215210720457,0.0092170397881772,0.0030953735396278,0.0066569694856019,6e-05
2024-03-20,-0.0078129577090037,-0.0009528590369353,0.0061895128975764,-0.0145631629636068,6e-05
2024-03-21,-0.0030429113826609,0.0039158185931006,-4.930844516930148e-05,-0.0008600647929026,6e-05
2024-03-22,0.002721370882632,-0.0023727292968623,-0.0079773352601363,-0.0054218171926848,6e-05
2024-03-25,0.0085199061441012,0.0024966680209266,-0.0110668633583852,-0.0003469532806878,6e-05
2024-03-26,-0.0045725681406076,0.0071912679092691,0.002768564961881,0.0022938530601448,6e-05
2024-03-27,-0.0019309307899743,0.0066898416513502,0.0020157519316655,-0.009047484696228,6e-05
2024-03-28,-0.0102170147660542,0.0095947037341734,0.0041084385527589,0.0038432540396611,6e-05
2024-03-29,-0.011025859616726,-0.0048115045194717,0.0069532369108734,0.0010981366226013,6e-05
2024-04-01,0.0070527324015477,0.0059423960787576,-0.0072968921352003,0.0035776557364065,6e-05
2024-04-02,0.0119461602571374,0.0002085181733357,0.0026356368713435,0.0031203998847942,6e-05
2024-04-03,-0.000908091094223,0.0037353220165687,0.0058299366592577,-0.0026669991618979,6e-05
2024-04-04,0.0087717960810282,-0.0036615828671902,-0.0059692954902207,0.0083284553753786,6e-05
2024-04-05,0.0029947242254287,2.064122778860354e-05,-0.0060799520955682,-0.0105370218775726,6e-05
2024-04-08,-0.0060660777914461,-0.0020765616240553,-0.0032738334929557,0.0023249480719217,6e-05
2024-04-09,0.0029925604495757,0.0016202610746425,-0.0013631433944066,0.0028930461839985,6e-05
2024-04-10,0.0135823290981937,-0.0035278772317466,0.0034397591090108,-0.0054799739467363,6e-05
2024-04-11,-0.0005824343519895,0.0019581538550685,0.0017314258233502,0.0007269449365464,6e-05
2024-04-12,0.013821792902326,-0.0086597897562241,0.0006123432002255,-0.0019307748807898,6e-05
2024-04-15,-0.0238377059368076,-0.0010397829195567,-0.0018417385626259,0.0049852990164103,6e-05
2024-04-16,0.007137122539377,-0.0068499176557495,0.0011038390916397,-0.0044652597201573,6e-05
2024-04-17,0.0005234236141435,-0.0094585858774045,-0.0056438369405594,-0.0040429970003236,6e-05
2024-04-18,-0.0029510661541928,-0.0034770427576396,0.0035258993960254,0.0076845384184224,6e-05
2024-04-19,0.0005658469888195,0.0004925255864201,-0.0007913519459494,-0.0012320469695625,6e-05
2024-04-22,-0.018148120231408,0.0009570997931894,-0.0037446146323202,0.0018135810892155,6e-05
2024-04-23,-0.0022370469905376,-0.0038943334936632,-0.0006780664391423,0.0046315713745004,6e-05
2024-04-24,0.0029540131436057,0.0034186458308827,0.0076495019150358,-0.0032255644122651,6e-05
2024-04-25,0.0130410464026736,-0.0058897405264515,-0.002131620336079,0.0007306869899182,6e-05
2024-04-26,-0.0049244319644628,-0.0022085668814595,0.0038616497840929,-0.001643748424393,6e-05
2024-04-29,-0.0075364424260386,-0.009102779377374,0.0007512062051256,0.0089367379995929,6e-05
2024-04-30,-0.0047758133922608,-0.006054129860601,0.0006603121458746,0.0008853141177402,6e-05
2024-05-01,0.0079786190593186,-0.0033175757535946,0.0053577086949584,0.0094715957434899,6e-05
2024-05-02,0.0026987599869371,0.0062941444176916,0.0007037678447281,0.0015913870864421,6e-05
2024-05-03,-0.0050278418339033,-0.0043643396106432,-0.0018263112854705,0.0065819709735747,6e-05
2024-05-06,0.0043594068980202,0.0043612108395911,-0.0010326602971382,0.0003213400678808,6e-05
2024-05-07,0.0006136979441323,0.0035564015206705,-0.0006679454340266,0.0058016356950581,6e-05
2024-05-08,0.008457804914796,-0.0025667674356054,-0.0023099010555018,-0.0061627338442547,6e-05
2024-05-09,-0.0065784778448961,0.0016656074389736,0.0014601807180089,-0.0061322868046383,6e-05
2024-05-10,-0.0032089593193799,-0.0075608417280778,0.007823490142755,0.0002889914961387,6e-05
2024-05-13,-0.0037889733781894,0.0104952567976871,-0.0025336218172558,0.0031086548882715,6e-05
2024-05-14,-0.013431634533189,0.0031142618908153,0.0020058015439164,-0.0017371470193288,6e-05
2024-05-15,0.0024050824935811,-0.0056104207537718,0.0018004739620804,0.0081285776472061,6e-05
2024-05-16,0.002089497449619,0.004245407624949,0.0052612716976483,0.0060978374954994,6e-05
2024-05-17,-0.0002139788902178,0.0105782878221339,-0.0043901000445159,0.0035907831334152,6e-05
2024-05-20,-0.0023712842003763,-0.0038603143710345,0.0066343150751379,0.0011901163239287,6e-05
2024-05-21,-0.0129983366784537,0.00262240818917,-0.0032741634492274,0.0082282548409722,6e-05
2024-05-22,-0.0040458079048882,0.0037506656400811,-0.0006398180864259,-0.0028381542513988,6e-05
2024-05-23,-0.0033444306487409,-0.0004490742638974,0.0046030460411531,0.0072310281405203,6e-05
2024-05-24,-0.0074804954229945,-0.0062214482406675,0.0062367872604669,0.0119386671323295,6e-05
2024-05-27,-0.001711571404994,0.0047933280412558,0.0022114527737309,0.0009135458238803,6e-05
2024-05-28,0.0033764577113308,-0.0004047015091422,-0.0032609122718044,0.0043578452539249,6e-05
2024-05-29,0.0167156731108947,0.0042484491057913,-0.0046761358504874,-0.0032460564345511,6e-05
2024-05-30,0.0013112003154865,0.0027437142444011,0.0005191983758981,0.0042584200417305,6e-05
2024-05-31,0.0020579535165048,0.0028470545448527,-0.0039620667125875,-0.0051224512732243,6e-05
2024-06-03,-0.0009300132418955,0.0037325625936975,-0.0047342361033672,-0.0080515560712431,6e-05
2024-06-04,-0.0175289409376913,0.0038999149510207,-0.0055985333022249,0.0141273613362665,6e-05
2024-06-05,-0.0004986248790429,0.0022572958011673,0.0035526999242043,-0.0063898119588177,6e-05
2024-06-06,0.0002820718894692,-0.0005579763762927,-0.0059576839880082,-0.0023784335882063,6e-05
2024-06-07,0.0219091790123675,-0.0009021966414766,-0.0006072258201292,0.0048466910326152,6e-05
2024-06-10,-0.0019912486830301,-0.001493988520944,-0.0006387227290301,0.0048413908304018,6e-05
2024-06-11,0.0024539260810025,-0.0012126089327383,0.0009565892628452,-0.003121429769367,6e-05
2024-06-12,-0.0005724059273471,-0.0010789119502232,-0.0069011817585852,-0.0079383034349268,6e-05
2024-06-13,-0.0107781023385757,-0.0046558676179393,-0.0045659068012777,-0.0103170300113627,6e-05
2024-06-14,0.0100254053306351,0.0021335352212585,0.0044086928147645,-0.0009799716834824,6e-05
2024-06-17,0.0065073972941809,-0.0009015874442645,0.0018821204407277,0.0095120593273174,6e-05
2024-06-18,0.0068592875233874,-0.0032526287785873,0.0011173916555114,-0.0083990215399026,6e-05
2024-06-19,-0.0084444870931526,-0.000268674694717,0.0006501312067205,-0.0034581700804088,6e-05
2024-06-20,0.0123651487984248,-0.0047478496518143,-0.0001084763684877,-0.0007535475131246,6e-05
2024-06-21,-0.0128766595651305,0.0067057058965888,0.0001489770002451,0.0081704247936074,6e-05
2024-06-24,0.0050217138442024,-0.005024475455418,0.0040183077084968,0.0094807076440071,6e-05
2024-06-25,0.0194541006322898,-0.0041234875583287,0.0004076046602632,-0.0040132322380972,6e-05
2024-06-26,-0.0091748269261761,-0.0006955494632921,0.0027625851204688,0.0092470658518012,6e-05
2024-06-27,-0.0053566795664249,0.000652554509347,0.0057018814315035,-0.00506074699755,6e-05
2024-06-28,0.0006368622857887,-0.00314036934602,-0.0022088958813051,0.0007423501318879,6e-05
2024-07-01,-0.0047912808870457,-0.005014957054257,-0.0027007292608381,2.464653911517212e-05,6e-05
2024-07-02,-0.0142159708795951,0.0003765137247872,-0.0054857187168545,-0.0050013131575899,6e-05
2024-07-03,0.0003570667732542,-1.193461341175749e-05,0.001940554330664,0.0012587861774614,6e-05
2024-07-04,-0.0098207334235349,0.0076188885352365,-0.003170050760652,-0.0016781230019743,6e-05
2024-07-05,0.0040023318757166,0.0005458978110955,0.0046309851699891,0.0104861239660933,6e-05
2024-07-08,-0.0085348181081042,-0.0017631367458384,0.0008527528570583,0.0066564094731348,6e-05
2024-07-09,0.0136894096451578,0.0024737803578646,0.0005824733790271,0.0050647115042753,6e-05
2024-07-10,-0.0073092796310261,-0.0045355880857794,-0.0045648332632453,0.0005158380414911,6e-05
2024-07-11,-0.003158553645851,-0.0056588985818636,-0.0022442220278229,0.0069960130956974,6e-05
2024-07-12,0.007061654956327,0.0127760357428105,0.0001073697753517,-0.0034946143420841,6e-05
2024-07-15,-0.0113377788479055,0.0083264986695067,0.0033546170969258,0.0122701245855098,6e-05
2024-07-16,0.0017871394114371,0.0011010264250087,0.0001087011516969,0.0003338686234533,6e-05
2024-07-17,0.0115042847885418,0.0022708432234316,0.0017049614542377,-0.0018837412500119,6e-05
2024-07-18,-0.014727349111051,0.0024982790569103,0.0084516257074651,0.0058803578032531,6e-05
2024-07-19,0.0014017047267907,0.005782874582484,-0.0001566418906299,-0.0015200564138236,6e-05
2024-07-22,0.0020789451482358,-0.0022298951045217,0.0069754910880078,-0.0106177737374108,6e-05
2024-07-23,0.0067764058459957,0.0033121045394386,0.0015231343737881,-0.0011334616670678,6e-05
2024-07-24,-0.0113925563979027,-0.0007709676209134,-0.0035598515247633,0.0003033490757934,6e-05
2024-07-25,-0.0121441095177584,0.0013150060536657,-7.379505910075983e-05,0.0041993502564693,6e-05
2024-07-26,0.004437474090552,0.0025097386297262,0.0006398738778202,0.0059589915730117,6e-05
2024-07-29,0.0024128620590986,-0.0028941555934444,0.0044292633567978,0.0012439875455399,6e-05
2024-07-30,0.0019944356531128,0.0021592292064418,0.0014803033197279,-0.0068611465767689,6e-05
2024-07-31,0.0028580338854727,0.0008279771037948,0.002297421741291,0.0057207246213941,6e-05
2024-08-01,-0.0063802224942064,-0.0011841842362712,0.0001893719139233,-0.0038513588215296,6e-05
2024-08-02,0.001830283274449,-0.0055823823823287,0.010591705741372,0.0082705488936806,6e-05
2024-08-05,0.0023776522596881,-0.0008315494818831,0.0010967582572472,-0.0053096297212466,6e-05
2024-08-06,-0.0066891627622373,0.006970367757561,0.0049556238264391,0.0068492625101917,6e-05
2024-08-07,0.0165319706003028,-0.0053100746134571,-0.0015092663314888,0.005785658195298,6e-05
2024-08-08,0.004004496288206,0.0050412801126908,0.0003419933365383,0.0062855742510408,6e-05
2024-08-09,-0.0109817314748238,-0.0056649280907494,0.0008788893430916,0.0044217657962392,6e-05
2024-08-12,0.0056489824777044,-0.0064488310644709,-0.0074260396294394,-0.0030627378066779,6e-05
2024-08-13,-0.0090321350320458,1.7853145476508776e-05,0.0039005935809146,-0.0094927092234512,6e-05
2024-08-14,0.006823761433682,-0.003600061051565,0.0053964769879279,0.0035771386354878,6e-05
2024-08-15,0.0101673602110666,-0.0018044985534425,0.0057286273269525,0.0137486272952706,6e-05
2024-08-16,-0.0076461408651653,0.0003688763294794,0.0032960718572173,-0.0050827380292157,6e-05
2024-08-19,0.0084103851631988,-9.597088917728764e-05,0.0007032504212166,-0.0075518240927166,6e-05
2024-08-20,0.0034550283424284,-0.0093928811421115,-0.0007293991864372,0.0038203446281644,6e-05
2024-08-21,0.0071385414399504,-0.0029992480329006,0.0003395844568249,0.0041203574543144,6e-05
2024-08-22,0.0168111368438855,-0.0031317284665208,0.0048410784414366,-0.0015720474356635,6e-05
2024-08-23,-0.0024684930440258,-0.0017885623318682,0.0031394399682797,-0.0001523928851173,6e-05
2024-08-26,-0.0070436254792174,-0.0088110536456044,-0.0044471285941352,0.0077456730220871,6e-05
